customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
15406.0,31,4,975.87,4,3,3,10,Loyal
15407.0,33,4,1046.74,4,3,3,10,Loyal
15408.0,264,1,267.18,2,1,1,4,Lost
15409.0,721,1,131.25,1,1,1,3,Lost
15410.0,84,10,4685.72,3,5,5,13,Average
15411.0,26,4,1348.93,4,3,4,11,Loyal
15412.0,171,1,190.53,3,1,1,5,Average
15413.0,691,5,6798.72,1,4,5,10,At Risk
15414.0,9,3,774.9,5,3,3,11,Loyal
15415.0,313,1,559.61,2,1,2,5,Lost
15416.0,64,7,4572.82,3,4,5,12,Average
15417.0,85,1,508.8,3,1,2,6,Average
15418.0,425,2,449.42,1,2,2,5,Lost
15419.0,24,1,135.86,4,1,1,6,New / Promising
15420.0,434,6,743.0,1,4,3,8,At Risk
15421.0,58,10,3805.34,4,5,5,14,VIP
15422.0,323,7,1619.97,2,4,4,10,At Risk
15423.0,38,3,266.89,4,3,1,8,Loyal
15424.0,254,3,597.78,2,3,2,7,Lost
15425.0,400,4,1941.12,2,3,4,9,Lost
15426.0,19,9,2156.35,5,5,4,14,VIP
15427.0,33,3,1430.54,4,3,4,11,Loyal
15428.0,15,4,762.75,5,3,3,11,Loyal
15429.0,26,2,397.35,4,2,2,8,New / Promising
15430.0,467,2,954.75,1,2,3,6,Cannot Lose
15431.0,502,1,153.24,1,1,1,3,Lost
15432.0,23,2,320.76,4,2,2,8,New / Promising
15433.0,213,2,533.3,2,2,2,6,Lost
15434.0,8,11,2567.06,5,5,4,14,VIP
15435.0,22,1,149.29,4,1,1,6,New / Promising
15436.0,12,3,1067.75,5,3,3,11,Loyal
15437.0,262,2,393.45,2,2,2,6,Lost
15438.0,131,1,156.58,3,1,1,5,Average
15439.0,404,4,1269.05,2,3,4,9,Lost
15440.0,54,3,383.68,4,3,2,9,Loyal
15441.0,396,3,1254.21,2,3,4,9,Lost
15442.0,248,1,594.0,2,1,2,5,Lost
15443.0,1,14,5114.23,5,5,5,15,VIP
15444.0,9,2,1411.21,5,2,4,11,New / Promising
15445.0,264,2,284.5,2,2,1,5,Lost
15446.0,376,3,396.75,2,3,2,7,Lost
15447.0,330,5,492.88,2,4,2,8,At Risk
15448.0,312,2,788.81,2,2,3,7,Cannot Lose
15449.0,26,3,974.52,4,3,3,10,Loyal
15450.0,30,1,429.84,4,1,2,7,New / Promising
15451.0,434,2,226.86,1,2,1,4,Lost
15452.0,29,6,1785.11,4,4,4,12,VIP
15453.0,1,7,1371.77,5,4,4,13,VIP
15454.0,362,2,303.89,2,2,2,6,Lost
15455.0,597,1,38.25,1,1,1,3,Lost
15456.0,283,10,2091.52,2,5,4,11,At Risk
15457.0,262,1,237.07,2,1,1,4,Lost
15458.0,25,2,370.44,4,2,2,8,New / Promising
15459.0,417,2,202.83,1,2,1,4,Lost
15460.0,354,1,214.26,2,1,1,4,Lost
15461.0,460,2,429.7,1,2,2,5,Lost
15462.0,94,4,737.05,3,3,3,9,Average
15463.0,29,1,126.14,4,1,1,6,New / Promising
15464.0,338,1,1044.65,2,1,3,6,Cannot Lose
15465.0,19,32,12100.4,5,5,5,15,VIP
15466.0,85,4,1560.46,3,3,4,10,Average
15467.0,9,3,524.88,5,3,2,10,Loyal
15468.0,51,3,1430.48,4,3,4,11,Loyal
15469.0,50,3,874.25,4,3,3,10,Loyal
15470.0,575,1,63.42,1,1,1,3,Lost
15471.0,2,3,1292.01,5,3,4,12,Loyal
15472.0,113,1,371.56,3,1,2,6,Average
15473.0,14,8,2046.0,5,4,4,13,VIP
15474.0,595,1,150.35,1,1,1,3,Lost
15475.0,77,1,454.11,3,1,2,6,Average
15476.0,380,4,2209.98,2,3,4,9,Lost
15477.0,649,1,368.4,1,1,2,4,Lost
15478.0,40,3,1940.98,4,3,4,11,Loyal
15479.0,733,1,147.4,1,1,1,3,Lost
15480.0,116,3,3592.25,3,3,5,11,Average
15481.0,401,1,1993.34,2,1,4,7,Cannot Lose
15482.0,15,18,14377.36,5,5,5,15,VIP
15483.0,161,10,810.68,3,5,3,11,Average
15484.0,1,6,4652.1,5,4,5,14,VIP
15485.0,30,7,4810.92,4,4,5,13,VIP
15486.0,527,1,102.0,1,1,1,3,Lost
15487.0,679,1,231.32,1,1,1,3,Lost
15488.0,92,5,431.92,3,4,2,9,Average
15489.0,22,8,2419.61,4,4,4,12,VIP
15490.0,430,1,210.85,1,1,1,3,Lost
15491.0,95,6,3100.09,3,4,5,12,Average
15492.0,28,2,659.46,4,2,3,9,New / Promising
15493.0,32,9,4113.19,4,5,5,14,VIP
15494.0,21,5,3702.6,4,4,5,13,VIP
15495.0,379,1,246.5,2,1,1,4,Lost
15496.0,631,1,146.14,1,1,1,3,Lost
15497.0,17,9,8657.39,5,5,5,15,VIP
15498.0,2,44,24972.86,5,5,5,15,VIP
15499.0,723,1,158.65,1,1,1,3,Lost
15500.0,8,4,1131.56,5,3,3,11,Loyal
15501.0,404,2,399.95,2,2,2,6,Lost
15502.0,15,12,9542.92,5,5,5,15,VIP
15503.0,362,2,257.3,2,2,1,5,Lost
15504.0,81,4,391.45,3,3,2,8,Average
15505.0,52,5,3610.96,4,4,5,13,VIP
15506.0,22,6,2030.33,4,4,4,12,VIP
15507.0,171,1,475.86,3,1,2,6,Average
15508.0,189,6,1000.27,2,4,3,9,At Risk
15509.0,380,1,152.41,2,1,1,4,Lost
15510.0,330,1,250.0,2,1,1,4,Lost
15511.0,11,5,900.53,5,4,3,12,Loyal
15512.0,155,4,331.58,3,3,2,8,Average
15513.0,33,35,26437.05,4,5,5,14,VIP
15514.0,12,18,6388.28,5,5,5,15,VIP
15515.0,387,1,171.81,2,1,1,4,Lost
15516.0,44,3,62.43,4,3,1,8,Loyal
15517.0,233,1,267.03,2,1,1,4,Lost
15518.0,64,15,4189.99,3,5,5,13,Average
15519.0,383,2,344.61,2,2,2,6,Lost
15520.0,1,1,343.5,5,1,2,8,New / Promising
15521.0,40,16,7087.64,4,5,5,14,VIP
15522.0,32,2,397.99,4,2,2,8,New / Promising
15523.0,84,16,17259.19,3,5,5,13,Average
15524.0,24,2,591.4,4,2,2,8,New / Promising
15525.0,2,4,887.72,5,3,3,11,Loyal
15526.0,33,2,148.44,4,2,1,7,New / Promising
15527.0,18,23,5554.04,5,5,5,15,VIP
15528.0,254,1,229.33,2,1,1,4,Lost
15529.0,22,12,4781.11,4,5,5,14,VIP
15530.0,21,5,1808.68,4,4,4,12,VIP
15531.0,8,2,1972.39,5,2,4,11,New / Promising
15532.0,25,10,3717.2,4,5,5,14,VIP
15533.0,19,3,807.57,5,3,3,11,Loyal
15534.0,725,1,162.25,1,1,1,3,Lost
15535.0,173,6,1044.37,3,4,3,10,Average
15536.0,409,1,259.09,1,1,1,3,Lost
15537.0,163,1,110.92,3,1,1,5,Average
15538.0,537,6,3358.4,1,4,5,10,At Risk
15539.0,7,1,538.46,5,1,2,8,New / Promising
15540.0,11,2,460.68,5,2,2,9,New / Promising
15541.0,114,1,85.13,3,1,1,5,Average
15542.0,512,3,855.71,1,3,3,7,Lost
15543.0,288,2,242.26,2,2,1,5,Lost
15544.0,9,20,7807.89,5,5,5,15,VIP
15545.0,54,2,288.97,4,2,2,8,New / Promising
15546.0,606,2,1079.1,1,2,3,6,Cannot Lose
15547.0,7,26,10002.65,5,5,5,15,VIP
15548.0,595,1,158.09,1,1,1,3,Lost
15549.0,77,8,2330.41,3,4,4,11,Average
15550.0,4,12,2211.05,5,5,4,14,VIP
15551.0,36,7,1679.81,4,4,4,12,VIP
15552.0,217,2,252.52,2,2,1,5,Lost
15553.0,60,1,428.93,3,1,2,6,Average
15554.0,277,1,217.2,2,1,1,4,Lost
15555.0,12,36,11233.78,5,5,5,15,VIP
15556.0,24,1,279.77,4,1,1,6,New / Promising
15557.0,28,1,468.91,4,1,2,7,New / Promising
15558.0,639,1,202.68,1,1,1,3,Lost
15559.0,568,1,1109.4,1,1,3,5,Cannot Lose
15560.0,397,2,153.52,2,2,1,5,Lost
15561.0,11,8,1934.39,5,4,4,13,VIP
15562.0,351,3,671.43,2,3,3,8,Lost
15563.0,22,6,2820.46,4,4,4,12,VIP
15564.0,463,2,70.74,1,2,1,4,Lost
15565.0,50,2,173.16,4,2,1,7,New / Promising
15566.0,392,2,227.87,2,2,1,5,Lost
15567.0,18,1,186.01,5,1,1,7,New / Promising
15568.0,2,3,758.29,5,3,3,11,Loyal
15569.0,103,10,3583.45,3,5,5,13,Average
15570.0,7,25,8736.49,5,5,5,15,VIP
15571.0,11,14,3892.35,5,5,5,15,VIP
15572.0,4,10,3965.2,5,5,5,15,VIP
15573.0,31,5,1180.47,4,4,3,11,Loyal
15574.0,177,6,1101.44,3,4,3,10,Average
15575.0,619,1,30.1,1,1,1,3,Lost
15576.0,37,1,921.37,4,1,3,8,New / Promising
15577.0,151,5,396.03,3,4,2,9,Average
15578.0,162,1,127.1,3,1,1,5,Average
15579.0,68,5,1250.63,3,4,4,11,Average
15580.0,376,8,1375.39,2,4,4,10,At Risk
15581.0,156,34,4505.16,3,5,5,13,Average
15582.0,24,3,682.91,4,3,3,10,Loyal
15583.0,376,1,95.96,2,1,1,4,Lost
15584.0,23,6,1268.2,4,4,4,12,VIP
15585.0,176,1,455.3,3,1,2,6,Average
15586.0,592,3,1139.1,1,3,3,7,Lost
15587.0,50,7,1522.08,4,4,4,12,VIP
15588.0,677,1,579.6,1,1,2,4,Lost
15589.0,255,3,478.53,2,3,2,7,Lost
15590.0,382,5,1496.6,2,4,4,10,At Risk
15591.0,582,3,217.9,1,3,1,5,Lost
15592.0,46,1,388.58,4,1,2,7,New / Promising
15593.0,70,1,199.8,3,1,1,5,Average
15594.0,15,5,1771.78,5,4,4,13,VIP
15595.0,487,1,357.6,1,1,2,4,Lost
15596.0,100,9,2727.72,3,5,4,12,Average
15597.0,35,2,563.37,4,2,2,8,New / Promising
15598.0,53,2,548.02,4,2,2,8,New / Promising
15599.0,26,3,1250.06,4,3,4,11,Loyal
15600.0,428,4,1199.31,1,3,3,7,Lost
15601.0,11,30,14191.74,5,5,5,15,VIP
15602.0,8,16,3137.96,5,5,5,15,VIP
15603.0,78,2,88.48,3,2,1,6,Average
15604.0,52,1,216.39,4,1,1,6,New / Promising
15605.0,36,9,1741.95,4,5,4,13,VIP
15606.0,61,17,5230.99,3,5,5,13,Average
15607.0,336,9,1708.97,2,5,4,11,At Risk
15608.0,28,5,1785.98,4,4,4,12,VIP
15609.0,184,1,298.48,3,1,2,6,Average
15610.0,51,1,112.46,4,1,1,6,New / Promising
15611.0,9,24,2976.28,5,5,5,15,VIP
15612.0,36,2,195.15,4,2,1,7,New / Promising
15613.0,610,1,433.72,1,1,2,4,Lost
15614.0,437,4,3147.36,1,3,5,9,Lost
15615.0,10,47,21373.97,5,5,5,15,VIP
15616.0,438,1,317.11,1,1,2,4,Lost
15617.0,396,3,828.55,2,3,3,8,Lost
15618.0,32,4,776.85,4,3,3,10,Loyal
15619.0,10,1,336.4,5,1,2,8,New / Promising
15620.0,56,4,1942.36,4,3,4,11,Loyal
15621.0,4,4,1293.03,5,3,4,12,Loyal
15622.0,43,17,7852.61,4,5,5,14,VIP
15623.0,141,8,2437.05,3,4,4,11,Average
15624.0,116,4,588.13,3,3,2,8,Average
15625.0,103,9,3236.4,3,5,5,13,Average
15626.0,74,3,1067.52,3,3,3,9,Average
15627.0,457,2,566.9,1,2,2,5,Lost
15628.0,4,17,5333.08,5,5,5,15,VIP
15629.0,450,4,2240.9,1,3,4,8,Lost
15630.0,45,3,1481.4,4,3,4,11,Loyal
15631.0,642,1,596.67,1,1,2,4,Lost
15632.0,15,8,3285.31,5,4,5,14,VIP
15633.0,509,13,4335.96,1,5,5,11,At Risk
15634.0,17,2,554.65,5,2,2,9,New / Promising
15635.0,395,1,100.35,2,1,1,4,Lost
15636.0,89,4,1444.58,3,3,4,10,Average
15637.0,52,5,797.59,4,4,3,11,Loyal
15638.0,378,6,2265.2,2,4,4,10,At Risk
15639.0,134,3,1065.08,3,3,3,9,Average
15640.0,4,29,23459.51,5,5,5,15,VIP
15641.0,105,12,5345.55,3,5,5,13,Average
15642.0,729,1,105.78,1,1,1,3,Lost
15643.0,191,3,664.0,2,3,3,8,Lost
15644.0,166,4,803.54,3,3,3,9,Average
15645.0,18,3,1054.75,5,3,3,11,Loyal
15646.0,157,5,784.81,3,4,3,10,Average
15647.0,415,1,169.0,1,1,1,3,Lost
15648.0,204,2,639.5,2,2,3,7,Cannot Lose
15649.0,336,4,1660.35,2,3,4,9,Lost
15650.0,521,2,553.88,1,2,2,5,Lost
15651.0,36,5,1259.06,4,4,4,12,VIP
15652.0,91,5,1405.94,3,4,4,11,Average
15653.0,92,2,877.44,3,2,3,8,Average
15654.0,9,2,922.53,5,2,3,10,New / Promising
15655.0,243,1,560.67,2,1,2,5,Lost
15656.0,45,4,748.5,4,3,3,10,Loyal
15657.0,22,1,30.0,4,1,1,6,New / Promising
15658.0,190,8,2117.27,2,4,4,10,At Risk
15659.0,43,3,532.49,4,3,2,9,Loyal
15660.0,25,15,2603.69,4,5,4,13,VIP
15661.0,317,8,1215.95,2,4,4,10,At Risk
15662.0,661,2,283.73,1,2,1,4,Lost
15663.0,106,1,138.14,3,1,1,5,Average
15664.0,50,4,1231.53,4,3,4,11,Loyal
15665.0,168,5,3987.07,3,4,5,12,Average
15666.0,472,2,632.94,1,2,3,6,Cannot Lose
15667.0,39,1,301.32,4,1,2,7,New / Promising
15668.0,217,1,76.32,2,1,1,4,Lost
15669.0,40,4,684.34,4,3,3,10,Loyal
15670.0,296,2,325.2,2,2,2,6,Lost
15671.0,18,7,2657.13,5,4,4,13,VIP
15672.0,725,1,45.3,1,1,1,3,Lost
15673.0,88,9,6204.32,3,5,5,13,Average
15674.0,73,12,6613.52,3,5,5,13,Average
15675.0,81,4,542.04,3,3,2,8,Average
15676.0,18,3,3435.76,5,3,5,13,Loyal
15677.0,49,3,1305.63,4,3,4,11,Loyal
15678.0,52,3,1825.94,4,3,4,11,Loyal
15679.0,24,4,781.28,4,3,3,10,Loyal
15680.0,9,10,4028.69,5,5,5,15,VIP
15681.0,25,14,2989.7,4,5,5,14,VIP
15682.0,599,2,318.24,1,2,2,5,Lost
15683.0,117,2,524.54,3,2,2,7,Average
15684.0,547,3,173.95,1,3,1,5,Lost
15685.0,450,1,55.98,1,1,1,3,Lost
15686.0,420,1,90.0,1,1,1,3,Lost
15687.0,8,9,2993.1,5,5,5,15,VIP
15688.0,418,1,190.57,1,1,1,3,Lost
15689.0,119,3,521.03,3,3,2,8,Average
15690.0,4,2,239.76,5,2,1,8,New / Promising
15691.0,252,4,571.3,2,3,2,7,Lost
15692.0,28,1,191.04,4,1,1,6,New / Promising
15693.0,659,1,37.5,1,1,1,3,Lost
15694.0,0,23,9963.48,5,5,5,15,VIP
15695.0,266,4,1131.04,2,3,3,8,Lost
15696.0,33,13,3881.22,4,5,5,14,VIP
15697.0,689,1,246.75,1,1,1,3,Lost
15698.0,624,1,46.2,1,1,1,3,Lost
15699.0,17,1,309.65,5,1,2,8,New / Promising
15700.0,172,2,696.68,3,2,3,8,Average
15701.0,2,4,1529.0,5,3,4,12,Loyal
15702.0,476,1,112.57,1,1,1,3,Lost
15703.0,264,1,211.5,2,1,1,4,Lost
15704.0,140,6,3734.66,3,4,5,12,Average
15705.0,201,1,143.1,2,1,1,4,Lost
15706.0,63,4,1060.56,3,3,3,9,Average
15707.0,35,4,916.98,4,3,3,10,Loyal
15708.0,40,9,3887.15,4,5,5,14,VIP
15709.0,283,2,327.85,2,2,2,6,Lost
15710.0,417,1,898.87,1,1,3,5,Cannot Lose
15711.0,556,2,420.25,1,2,2,5,Lost
15712.0,9,12,3472.41,5,5,5,15,VIP
15713.0,143,4,839.64,3,3,3,9,Average
15714.0,11,5,783.96,5,4,3,12,Loyal
15715.0,555,5,658.02,1,4,3,8,At Risk
15716.0,145,11,2482.74,3,5,4,12,Average
15717.0,234,5,607.0,2,4,3,9,At Risk
15718.0,540,1,293.79,1,1,2,4,Lost
15719.0,32,31,10194.32,4,5,5,14,VIP
15720.0,24,2,739.22,4,2,3,9,New / Promising
15721.0,11,1,471.4,5,1,2,8,New / Promising
15722.0,35,11,5234.0,4,5,5,14,VIP
15723.0,364,4,930.7,2,3,3,8,Lost
15724.0,201,3,310.85,2,3,2,7,Lost
15725.0,15,1,415.25,5,1,2,8,New / Promising
15726.0,390,1,321.91,2,1,2,5,Lost
15727.0,16,15,9371.71,5,5,5,15,VIP
15728.0,379,2,544.6,2,2,2,6,Lost
15729.0,212,3,192.55,2,3,1,6,Lost
15730.0,65,5,1726.58,3,4,4,11,Average
15731.0,553,1,125.3,1,1,1,3,Lost
15732.0,212,10,1543.97,2,5,4,11,At Risk
15733.0,282,1,162.3,2,1,1,4,Lost
15734.0,114,4,2263.3,3,3,4,10,Average
15735.0,421,1,327.68,1,1,2,4,Lost
15736.0,435,2,1767.12,1,2,4,7,Cannot Lose
15737.0,14,8,1188.12,5,4,3,12,Loyal
15738.0,18,41,13043.32,5,5,5,15,VIP
15739.0,66,1,449.12,3,1,2,6,Average
15740.0,49,1,154.88,4,1,1,6,New / Promising
15741.0,458,2,208.62,1,2,1,4,Lost
15742.0,619,1,156.87,1,1,1,3,Lost
15743.0,16,4,775.96,5,3,3,11,Loyal
15744.0,77,1,34.8,3,1,1,5,Average
15745.0,19,4,1094.59,5,3,3,11,Loyal
15746.0,134,1,196.88,3,1,1,5,Average
15747.0,12,9,2499.81,5,5,4,14,VIP
15748.0,40,3,609.81,4,3,3,10,Loyal
15749.0,235,3,44534.3,2,3,5,10,Lost
15750.0,2,18,6452.99,5,5,5,15,VIP
15751.0,460,11,1380.44,1,5,4,10,At Risk
15752.0,39,9,3924.91,4,5,5,14,VIP
15753.0,304,1,79.2,2,1,1,4,Lost
15754.0,51,9,3037.61,4,5,5,14,VIP
15755.0,10,17,5993.12,5,5,5,15,VIP
15756.0,61,4,528.01,3,3,2,8,Average
15757.0,65,6,2940.36,3,4,5,12,Average
15758.0,24,1,205.25,4,1,1,6,New / Promising
15759.0,218,7,830.93,2,4,3,9,At Risk
15761.0,442,1,143.05,1,1,1,3,Lost
15762.0,65,2,583.75,3,2,2,7,Average
15763.0,31,2,1086.92,4,2,3,9,New / Promising
15764.0,88,8,4503.08,3,4,5,12,Average
15765.0,666,1,370.63,1,1,2,4,Lost
15766.0,64,3,831.06,3,3,3,9,Average
15768.0,115,34,15308.89,3,5,5,13,Average
15769.0,7,46,88612.52,5,5,5,15,VIP
15770.0,612,1,321.45,1,1,2,4,Lost
15771.0,604,3,1006.54,1,3,3,7,Lost
15772.0,418,1,280.88,1,1,1,3,Lost
15773.0,5,2,774.52,5,2,3,10,New / Promising
15774.0,68,6,1287.09,3,4,4,11,Average
15775.0,245,2,150.5,2,2,1,5,Lost
15776.0,133,1,241.62,3,1,1,5,Average
15777.0,241,7,1762.61,2,4,4,10,At Risk
15778.0,431,1,307.95,1,1,2,4,Lost
15779.0,463,2,124.08,1,2,1,4,Lost
15780.0,183,3,475.28,3,3,2,8,Average
15781.0,25,3,345.46,4,3,2,9,Loyal
15782.0,9,4,4014.1,5,3,5,13,Loyal
15783.0,10,1,246.3,5,1,1,7,New / Promising
15784.0,467,2,848.33,1,2,3,6,Cannot Lose
15785.0,32,16,5969.93,4,5,5,14,VIP
15786.0,46,5,8501.62,4,4,5,13,VIP
15787.0,26,3,933.26,4,3,3,10,Loyal
15788.0,508,1,221.83,1,1,1,3,Lost
15789.0,358,6,1962.01,2,4,4,10,At Risk
15790.0,10,1,218.75,5,1,1,7,New / Promising
15791.0,43,5,3608.34,4,4,5,13,VIP
15792.0,399,2,933.84,2,2,3,7,Cannot Lose
15793.0,14,8,2399.57,5,4,4,13,VIP
15794.0,736,2,777.0,1,2,3,6,Cannot Lose
15795.0,149,8,1979.87,3,4,4,11,Average
15796.0,1,17,5170.63,5,5,5,15,VIP
15797.0,113,5,2806.08,3,4,4,11,Average
15798.0,492,3,1535.37,1,3,4,8,Lost
15799.0,75,4,1421.34,3,3,4,10,Average
15800.0,107,7,1227.07,3,4,4,11,Average
15801.0,46,3,1063.95,4,3,3,10,Loyal
15803.0,51,4,1929.66,4,4,4,12,VIP
15804.0,0,13,4206.39,5,5,5,15,VIP
15805.0,23,30,10148.93,4,5,5,14,VIP
15806.0,46,3,784.58,4,3,3,10,Loyal
15807.0,50,5,1817.52,4,4,4,12,VIP
15808.0,306,21,17180.25,2,5,5,12,At Risk
15809.0,36,7,1274.44,4,4,4,12,VIP
15810.0,78,8,2999.04,3,4,5,12,Average
15811.0,22,7,3392.55,4,4,5,13,VIP
15812.0,107,12,5201.47,3,5,5,13,Average
15813.0,207,2,1303.91,2,2,4,8,Cannot Lose
15814.0,16,6,2634.44,5,4,4,13,VIP
15815.0,63,5,2100.6,3,4,4,11,Average
15816.0,542,2,144.15,1,2,1,4,Lost
15817.0,420,3,2766.4,1,3,4,8,Lost
15818.0,588,1,340.5,1,1,2,4,Lost
15819.0,49,10,3934.79,4,5,5,14,VIP
15820.0,319,1,206.98,2,1,1,4,Lost
15821.0,44,2,570.96,4,2,2,8,New / Promising
15822.0,3,6,1840.06,5,4,4,13,VIP
15823.0,729,2,3867.17,1,2,5,8,Cannot Lose
15824.0,453,2,890.94,1,2,3,6,Cannot Lose
15825.0,172,1,532.94,3,1,2,6,Average
15826.0,56,4,2598.28,4,4,4,12,VIP
15827.0,73,28,3603.14,3,5,5,13,Average
15828.0,375,1,1108.82,2,1,3,6,Cannot Lose
15829.0,99,2,636.14,3,2,3,8,Average
15830.0,37,1,576.0,4,1,2,7,New / Promising
15831.0,58,3,794.64,4,3,3,10,Loyal
15832.0,254,1,836.79,2,1,3,6,Cannot Lose
15833.0,737,1,80.4,1,1,1,3,Lost
15834.0,70,7,3761.89,3,4,5,12,Average
15835.0,44,4,954.09,4,4,3,11,Loyal
15836.0,50,1,137.37,4,1,1,6,New / Promising
15837.0,64,2,777.01,3,2,3,8,Average
15838.0,11,34,73205.5,5,5,5,15,VIP
15839.0,33,3,1048.49,4,3,3,10,Loyal
15840.0,58,2,355.56,4,2,2,8,New / Promising
15841.0,72,9,2742.41,3,5,4,12,Average
15842.0,393,2,548.8,2,2,2,6,Lost
15843.0,303,1,118.95,2,1,1,4,Lost
15844.0,46,1,130.74,4,1,1,6,New / Promising
15845.0,17,11,4426.28,5,5,5,15,VIP
15846.0,385,1,107.01,2,1,1,4,Lost
15847.0,38,5,822.57,4,4,3,11,Loyal
15848.0,621,1,137.99,1,1,1,3,Lost
15850.0,19,6,1006.75,5,4,3,12,Loyal
15851.0,526,1,109.73,1,1,1,3,Lost
15852.0,186,3,257.26,3,3,1,7,Average
15853.0,51,1,110.8,4,1,1,6,New / Promising
15854.0,4,21,5578.28,5,5,5,15,VIP
15855.0,136,6,1052.72,3,4,3,10,Average
15856.0,4,52,32274.69,5,5,5,15,VIP
15857.0,18,2,570.48,5,2,2,9,New / Promising
15858.0,15,13,3552.41,5,5,5,15,VIP
15859.0,432,1,438.46,1,1,2,4,Lost
15860.0,40,17,2358.8,4,5,4,13,VIP
15861.0,12,12,4360.9,5,5,5,15,VIP
15862.0,8,13,2507.14,5,5,4,14,VIP
15863.0,25,5,355.1,4,4,2,10,Loyal
15864.0,22,7,2180.76,4,4,4,12,VIP
15865.0,40,5,2241.42,4,4,4,12,VIP
15866.0,101,1,211.89,3,1,1,5,Average
15867.0,5,31,8869.87,5,5,5,15,VIP
15868.0,583,1,94.53,1,1,1,3,Lost
15869.0,277,3,321.11,2,3,2,7,Lost
15870.0,32,4,857.46,4,4,3,11,Loyal
15871.0,437,1,33.1,1,1,1,3,Lost
15872.0,14,4,729.25,5,4,3,12,Loyal
15873.0,499,4,313.92,1,4,2,7,At Risk
15874.0,63,21,11284.76,3,5,5,13,Average
15875.0,646,1,108.52,1,1,1,3,Lost
15876.0,409,2,1449.14,1,2,4,7,Cannot Lose
15877.0,1,2,490.33,5,2,2,9,New / Promising
15878.0,561,2,330.77,1,2,2,5,Lost
15879.0,404,4,1137.8,2,4,3,9,At Risk
15880.0,369,1,329.03,2,1,2,5,Lost
15881.0,312,5,501.39,2,4,2,8,At Risk
15882.0,198,8,1122.38,2,4,3,9,At Risk
15883.0,2,2,396.48,5,2,2,9,New / Promising
15884.0,432,2,244.6,1,2,1,4,Lost
15885.0,93,13,1921.82,3,5,4,12,Average
15886.0,60,4,1052.87,3,4,3,10,Average
15887.0,406,3,1027.15,2,3,3,8,Lost
15888.0,80,3,423.49,3,3,2,8,Average
15889.0,156,8,1407.05,3,4,4,11,Average
15890.0,394,5,535.65,2,4,2,8,At Risk
15891.0,226,1,509.13,2,1,2,5,Lost
15892.0,669,1,128.2,1,1,1,3,Lost
15893.0,481,1,305.28,1,1,2,4,Lost
15894.0,253,2,257.6,2,2,1,5,Lost
15895.0,149,1,179.17,3,1,1,5,Average
15897.0,194,2,208.59,2,2,1,5,Lost
15898.0,1,25,4992.7,5,5,5,15,VIP
15899.0,368,1,56.25,2,1,1,4,Lost
15900.0,23,4,886.57,4,4,3,11,Loyal
15901.0,16,6,667.89,5,4,3,12,Loyal
15902.0,380,1,145.01,2,1,1,4,Lost
15903.0,9,12,8939.84,5,5,5,15,VIP
15904.0,8,1,164.68,5,1,1,7,New / Promising
15905.0,543,1,114.69,1,1,1,3,Lost
15906.0,19,10,2530.19,5,5,4,14,VIP
15907.0,3,3,881.87,5,3,3,11,Loyal
15908.0,490,2,758.62,1,2,3,6,Cannot Lose
15909.0,173,1,191.94,3,1,1,5,Average
15910.0,0,15,2661.17,5,5,4,14,VIP
15911.0,623,8,1683.79,1,4,4,9,At Risk
15912.0,178,9,1074.7,3,5,3,11,Average
15913.0,534,1,6.3,1,1,1,3,Lost
15914.0,378,2,205.99,2,2,1,5,Lost
15915.0,401,1,364.24,2,1,2,5,Lost
15916.0,16,13,3145.24,5,5,5,15,VIP
15917.0,247,5,530.17,2,4,2,8,At Risk
15918.0,190,3,582.88,2,3,2,7,Lost
15919.0,19,2,525.69,5,2,2,9,New / Promising
15920.0,154,8,565.19,3,4,2,9,Average
15921.0,172,4,765.61,3,4,3,10,Average
15922.0,373,1,369.5,2,1,2,5,Lost
15923.0,372,1,127.08,2,1,1,4,Lost
15924.0,731,1,102.82,1,1,1,3,Lost
15925.0,194,1,207.15,2,1,1,4,Lost
15926.0,542,1,134.44,1,1,1,3,Lost
15927.0,647,1,106.54,1,1,1,3,Lost
15928.0,656,1,293.53,1,1,2,4,Lost
15929.0,644,1,594.0,1,1,2,4,Lost
15930.0,67,1,426.63,3,1,2,6,Average
15931.0,428,1,239.9,1,1,1,3,Lost
15932.0,4,8,2495.87,5,5,4,14,VIP
15933.0,21,3,1107.46,4,3,3,10,Loyal
15934.0,417,2,2190.66,1,2,4,7,Cannot Lose
15935.0,239,1,108.04,2,1,1,4,Lost
15936.0,379,2,282.79,2,2,1,5,Lost
15937.0,64,1,145.35,3,1,1,5,Average
15938.0,112,9,734.81,3,5,3,11,Average
15939.0,89,15,9004.84,3,5,5,13,Average
15940.0,311,1,35.8,2,1,1,4,Lost
15941.0,637,1,405.0,1,1,2,4,Lost
15942.0,133,1,337.44,3,1,2,6,Average
15943.0,649,2,271.29,1,2,1,4,Lost
15944.0,276,4,2164.24,2,4,4,10,At Risk
15945.0,365,4,646.27,2,4,3,9,At Risk
15946.0,502,3,2304.18,1,3,4,8,Lost
15947.0,82,1,1708.24,3,1,4,8,Average
15948.0,8,3,1509.09,5,3,4,12,Loyal
15949.0,16,2,364.72,5,2,2,9,New / Promising
15950.0,31,10,7120.91,4,5,5,14,VIP
15951.0,8,3,1013.17,5,3,3,11,Loyal
